mediaID,mediaType,title,language,playURL
78143314,audio,Choral Festival in Honor of Reopening of American Galleries,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78143314&download=true
78150710,audio,Art Theft and the Tate's Stolen Turners ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78150710&download=true
78152304,audio,"Ma'alot Wind Quintet: Mendelssohn, Ligeti, Barber, Piazzolla, and Joplin",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78152304&download=true
78152667,audio,The Sydney J. Freedberg Lecture on Italian Art 1999: Art and Science in the Drawings of Leonardo da Vinci,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78152667&download=true
78153030,audio,The Sydney J. Freedberg Lecture on Italian Art 1998: A Carpaccio Masterpiece Rediscovered,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78153030&download=true
78153570,audio,The Sydney J. Freedberg Lecture on Italian Art: The Young Michelangelo,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78153570&download=true
78153616,audio,National Gallery of Art Piano Trio Plays Maurice Ravel's Piano Trio in A Minor,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78153616&download=true
78153978,audio,The Film-Makers' Cooperative at Fifty,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78153978&download=true
78154365,audio,"My Faraway One: The Letters of Georgia O'Keeffe and Alfred Stieglitz, 1915-1933",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78154365&download=true
78155883,audio,National Gallery of Art Chamber Players,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78155883&download=true
78157957,audio,Concert in Honor of African American History Month by Celeste Headlee and Danielle DeSwert,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78157957&download=true
78158142,audio,"The Choir of St. George's Chapel at Windsor Castle, Live Performance at the National Gallery of Art",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78158142&download=true
3.10E+12,video,"The Other Renaissance, Painting in the Netherlands, Germany and France in the 15th and 16th Centuries",en,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=3096408442001
78158244,audio,"""Out my one window,"" an Aria from Later the Same Evening: an opera inspired by five paintings of Edward Hopper",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78158244&download=true
78158581,audio,In the Tower: Nam June Paik Symposium,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78158581&download=true
78159216,audio,Diamonstein-Spielvogel Lecture Series: Ann Hamilton,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78159216&download=true
78159817,audio,Conversations with Artists: Nancy Graves and Donald Saff,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78159817&download=true
123416446,audio,"The Old Musician, Manet-Kid’s",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F123416446&download=true
78160638,audio,Michael Kahn and Shakespeare's Italy,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78160638&download=true
78161089,audio,The Moment of Caravaggio: Part 6: Painting and Violence,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78161089&download=true
78161533,audio,The Moment of Caravaggio: Part 5: Severed Representations,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78161533&download=true
78161992,audio,The Moment of Caravaggio: Part 4: Absorption and Address ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78161992&download=true
78241791,audio,The Unknown Modigliani,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78241791&download=true
78163008,audio,Conversations with Artists: Scott Burton and George Segal,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78163008&download=true
78163443,audio,The Moment of Caravaggio: Part 3: The Invention of Absorption,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78163443&download=true
78164505,audio,"Conversations with Artists: Richard Misrach, Desert Cantos and Other Landscapes",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78164505&download=true
78164912,audio,The Moment of Caravaggio: Part 2: Immersion and Specularity,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78164912&download=true
117933972,audio,"The Alba Madonna, Raphael-Spanish (EspaÃ±ol)",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F117933972&download=true
78165553,audio,Conversations with Artists: Ed Ruscha,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78165553&download=true
78165933,audio,The Moment of Caravaggio: Part 1: A New Type of Self-Portrait,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78165933&download=true
78167171,audio,Conversations with Artists: Pat Steir,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78167171&download=true
78240856,audio,Conversations with Artists: Jim Dine,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78240856&download=true
117934435,audio,"The Annunciation, Van Eyck-Spanish (EspaÃ±ol)",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F117934435&download=true
78242995,audio,Conversations with Artists: Roy Lichtenstein,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78242995&download=true
78243740,audio,Decoding Baltz's Prototypes,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78243740&download=true
78245136,audio,Conversations with Artists: Claes Oldenburg and Coosje van Bruggen,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78245136&download=true
78246107,audio,Celebrating Seventy Years,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78246107&download=true
121397488,audio,"Le ChÃ¢teau Noir, CÃ©zanne",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F121397488&download=true
78248512,audio,Conversations with Artists: Christo and Jeanne-Claude,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78248512&download=true
78249674,audio,FAPE 2011: The Role of Art in Diplomacy,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78249674&download=true
78251331,audio,Gauguin's Selves: Visual Identities in the Age of Freud,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78251331&download=true
78252465,audio,Elson Lecture 2004: Jim Dine,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78252465&download=true
78263115,audio,"Elson Lecture 2000: Wayne Thiebaud: ""The Painted World""",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78263115&download=true
78253920,audio,Elson Lecture 2003: Sam Gilliam,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78253920&download=true
78257788,audio,Elson Lecture 2005: Andy Goldsworthy,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78257788&download=true
78260186,audio,Elson Lecture 2002: Christo and Jeanne-Claude,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78260186&download=true
78262122,audio,"Last Looks, Last Books: The Binocular Poetry of Death, Part 6: Self-Portraits While Dying: James Merrill, ""A Scattering of Salts""",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78262122&download=true
117934663,audio,"Crucifixion, Grunewald-Spanish (EspaÃ±ol)",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F117934663&download=true
78264468,audio,Meeting Metsu: ANOTHER Dutch Master,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78264468&download=true
78265636,audio,"Last Looks, Last Books: The Binocular Poetry of Death, Part 5: Caught and Freed: Elizabeth Bishop, ""Geography III""",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78265636&download=true
78267456,audio,Elson Lecture 1999: Ellsworth Kelly,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78267456&download=true
78268790,audio,Calling the Earth to Witness: Paul Gauguin in the Marquesas,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78268790&download=true
78271071,audio,Introduction to the Exhibition—Gauguin: Maker of Myth,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78271071&download=true
78272192,audio,"Last Looks, Last Books: The Binocular Poetry of Death, Part 4: Death by Subtraction: Robert Lowell, ""Day by Day""",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78272192&download=true
78274668,audio,For the Love of Movies: The Story of American Film Criticism,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78274668&download=true
78275574,audio,Elson Lecture 2011: Terry Winters: Notes on Painting ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78275574&download=true
78277058,audio,"Last Looks, Last Books: The Binocular Poetry of Death, Part 3: The Contest of Melodrama and Restraint: Sylvia Plath, ""Ariel""",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78277058&download=true
78279231,audio,Sights and Sounds of 18th-Century Venice Symposium,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78279231&download=true
4.12E+12,video,"American Masterworks from the Corcoran, 1815-1940",en,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=4117095566001
78282713,audio,"Last Looks, Last Books: The Binocular Poetry of Death, Part 2: Facing the Worst: Wallace Stevens, ""The Rock""",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78282713&download=true
78284039,audio,Conversations with Artists: Jim Dine ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78284039&download=true
78285566,audio,"Last Looks, Last Books: The Binocular Poetry of Death, Part 1: Introduction: Sustaining a Double View",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78285566&download=true
78285834,audio,Neorealismo 1941-1954: Days of Glory,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78285834&download=true
78287057,audio,The Rodin Touch,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78287057&download=true
4.58E+12,video,American Genre Paintings,en,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=4582030750001
78289112,audio,The Collecting of African American Art III: A Peculiar Destiny: The Mission of the Paul R. Jones Collection ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78289112&download=true
78290895,audio,The Collecting of African American Art II: Reflections on Collecting,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78290895&download=true
78293210,audio,Conversations with Artists: Wayne Thiebaud,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78293210&download=true
78295773,audio,"The Sydney J. Freedberg Lecture on Italian Art 2003: Ovid's ""Metamorphoses"" in the Art of Renaissance and Baroque Masters",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78295773&download=true
117935787,audio,"Laocoon, El Greco-Spanish (EspaÃ±ol)",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F117935787&download=true
78297010,audio,Elson Lecture 1998: I. M. Pei in conversation with Earl A. Powell III ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78297010&download=true
78298014,audio,Elson Lecture 1996: Elizabeth Murray,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78298014&download=true
78298032,audio,The Image of Abraham Lincoln,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78298032&download=true
78298298,audio,"The Vogel Collection Story, The Fifty Works for Fifty States Project: Two Years Later",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78298298&download=true
78299429,audio,Elson Lecture 1995: Claes Oldenburg and Coosje van Bruggen,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78299429&download=true
78300391,audio,Elson Lecture 1994: Roy Lichtenstein and Robert Rosenblum,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78300391&download=true
78301406,audio,The Sydney J. Freedberg Lecture on Italian Art 2009: Ghiberti and the Painters of Florence,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78301406&download=true
78301511,audio,Elson Lecture 1993: Frank Stella,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78301511&download=true
78302644,audio,Rajiv Vaidya Memorial Lecture 2009: American Visionary Filmmakers and the Heritage of Emerson,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78302644&download=true
78406486,audio,The Mellon Legacy: Andrew and Paul Mellon,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78406486&download=true
78302844,audio,"Beat Memories: The Photographs of Allen Ginsberg: Part 2, Revisiting and Reprinting",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78302844&download=true
78303012,audio,Introduction to the Exhibition—Venice: Canaletto and His Rivals,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78303012&download=true
78303089,audio,"Beat Memories: The Photographs of Allen Ginsberg: Part 1, The Early Photos",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78303089&download=true
78303410,audio,The Sydney J. Freedberg Lecture on Italian Art 2005: Illuminated Choral Manuscripts of the Italian Renaissance,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78303410&download=true
78406698,audio,The Making of a DVD Paul Mellon: In His Own Words,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78406698&download=true
78303816,audio,"The Fifty-Ninth A. W. Mellon Lectures in the Fine Arts: Art and Representation in the Ancient New World, Part 5: Envisioning a New World",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78303816&download=true
78304119,audio,Gauguin: Maker of Myth,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78304119&download=true
78305575,audio,The Sydney J. Freedberg Lecture on Italian Art 2006: Modernity is Old: The Landscape of Italy as Seen by the Painters of the Early 19th Century ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78305575&download=true
78305915,audio,"The Fifty-Ninth A. W. Mellon Lectures in the Fine Arts: Art and Representation in the Ancient New World, Part 3: The Body of Perfection, the Perfection of the Body",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78305915&download=true
78311366,audio,Elson Lecture 2010: Susan Rothenberg: A Life in Painting,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78311366&download=true
78311845,audio,"Hendrick Avercamp: The Little Ice Age: Part 2, One Community on the Ice",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78311845&download=true
78313195,audio,The Sculpture of Edgar Degas at the National Gallery of Art: Launch of a Landmark Publication ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78313195&download=true
78313299,audio,"Hendrick Avercamp: The Little Ice Age: Part 1, Winter Landscapes",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78313299&download=true
78313731,audio,The Moran Gondola,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78313731&download=true
78314096,audio,"Sculpture Comes to Life: Splendor, Color, and Realism in Baroque Spain and Elsewhere",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78314096&download=true
78314138,audio,"The Fifty-Ninth A. W. Mellon Lectures in the Fine Arts: Art and Representation in the Ancient New World, Part 2: Seeing Time, Hearing Time, Placing Time",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78314138&download=true
78314896,audio,The Sacred Made Real: The Making of an Exhibition,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78314896&download=true
78315128,audio,Diamonstein-Spielvogel Lecture Series: Andy Goldsworthy,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78315128&download=true
78315428,audio,"The Fifty-Ninth A. W. Mellon Lectures in the Fine Arts: Art and Representation in the Ancient New World, Part 1: The Shifting Now of the Pre-Columbian Past",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78315428&download=true
78316502,audio,"The Sacred Made Real: Spanish Painting and Sculpture, 1600-1700: Part 2, Spanish Realism",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78316502&download=true
78316777,audio,"The Sacred Made Real: Spanish Painting and Sculpture, 1600-1700: Part 1, Polychromed Sculpture",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78316777&download=true
78318145,audio,"Fragonard's ""Progress of Love"" at the Frick Collection: A Site-Specific Installation?",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78318145&download=true
78318706,audio,The History of Books and the Digital Future,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78318706&download=true
78318867,audio,Garden CafÃ© FranÃ§ais (English),en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78318867&download=true
78318899,audio,Rajiv Vaidya Memorial Lecture 2010: Film Design: Translating Words into Images ,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78318899&download=true
117943756,audio,"Wivenhoe Park, Constable-Spanish (EspaÃ±ol)",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F117943756&download=true
78319314,audio,Garden CafÃ© FranÃ§ais (FranÃ§ais),en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78319314&download=true
78319524,audio,"From Impressionism to Modernism: The Chester Dale Collection: Part 2, Getting to Know Maud and Chester Dale",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78319524&download=true
78319732,audio,"From Impressionism to Modernism: The Chester Dale Collection: Part 1, An Introduction to the Exhibition",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78319732&download=true
78319962,audio,"Reading of ""The Fisherwoman"" by Toni Morrison from Robert Bergman's book A Kind of Rapture, in conjunction with the exhibition Robert Bergman: Portraits, 1986-1995",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78319962&download=true
78320025,audio,Graft by Roxy Paine,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78320025&download=true
117943998,audio,"Watson and the Shark, Copley-Spanish (EspaÃ±ol)",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F117943998&download=true
78322679,audio,"Jan Lievens: Out of Rembrandt's Shadow; Jan Lievens in Black and White: Etchings, Woodcuts, and Collaborations in Print",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78322679&download=true
78322917,audio,Editions with Additions: Working Proofs by Jasper Johns,en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78322917&download=true
78323181,audio,"Robert Bergman: Portraits, 1986-1995: A Conversation with the Photographer",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78323181&download=true
78323258,audio,"Hendrick ter Brugghen's ""Bagpipe Player""",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78323258&download=true
78323660,audio,"Dutch Paintings at the National Gallery of Art: The Untold Stories behind the Acquisitions of the Rembrandts, Vermeers, and Other Treasures in the Collection",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78323660&download=true
78323693,audio,"Renaissance to Revolution: French Drawings at the National Gallery of Art: Part 3, History of the Collection",en,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78323693&download=true
