mediaID,relatedID,relatedEntity
78404456,30767,nga:art:tms:constituents
78404570,1404,nga:art:tms:constituents
78404570,30767,nga:art:tms:constituents
78405754,2083,nga:art:tms:constituents
78405754,23655,nga:art:tms:constituents
78405991,30767,nga:art:tms:constituents
78406068,7175,nga:art:tms:constituents
78406068,30767,nga:art:tms:constituents
78406207,1016,nga:art:tms:constituents
78406207,1822,nga:art:tms:constituents
78406486,425,nga:art:tms:constituents
78406486,8416,nga:art:tms:constituents
78406486,21656,nga:art:tms:constituents
78406486,30767,nga:art:tms:constituents
78406698,425,nga:art:tms:constituents
78406698,21656,nga:art:tms:constituents
78406698,30767,nga:art:tms:constituents
78427505,2251,nga:art:tms:constituents
78428000,5477,nga:art:tms:constituents
78428283,564,nga:art:tms:constituents
78428283,1341,nga:art:tms:constituents
78428283,54757,nga:art:tms:objects
78428784,1783,nga:art:tms:constituents
78430873,1650,nga:art:tms:constituents
78431281,1884,nga:art:tms:constituents
78431281,17805,nga:art:tms:constituents
78431991,1884,nga:art:tms:constituents
78431991,17805,nga:art:tms:constituents
78434753,1098,nga:art:tms:constituents
78434753,1650,nga:art:tms:constituents
78435179,1650,nga:art:tms:constituents
78435365,940,nga:art:tms:constituents
78436041,940,nga:art:tms:constituents
78436749,940,nga:art:tms:constituents
78437295,29805,nga:art:tms:constituents
78437409,1650,nga:art:tms:constituents
78439314,940,nga:art:tms:constituents
78439999,2242,nga:art:tms:constituents
78440705,4711,nga:art:tms:constituents
78441133,37573,nga:art:tms:constituents
78441387,940,nga:art:tms:constituents
78441652,940,nga:art:tms:constituents
78444520,2664,nga:art:tms:constituents
78446007,6811,nga:art:tms:constituents
78446622,1911,nga:art:tms:constituents
78447407,6936,nga:art:tms:constituents
78448227,1721,nga:art:tms:constituents
78449182,1721,nga:art:tms:constituents
78449873,69660,nga:art:tms:objects
78451719,1721,nga:art:tms:constituents
78451911,1721,nga:art:tms:constituents
78452197,77,nga:art:tms:constituents
78453487,1506,nga:art:tms:constituents
78453487,19949,nga:art:tms:constituents
78453487,43624,nga:art:tms:objects
78457748,10242,nga:art:tms:constituents
78458180,27,nga:art:tms:constituents
78458180,1016,nga:art:tms:constituents
78458180,61174,nga:art:tms:objects
78458469,1085,nga:art:tms:constituents
78459022,940,nga:art:tms:constituents
78459519,2426,nga:art:tms:constituents
78459752,1737,nga:art:tms:constituents
78459978,1737,nga:art:tms:constituents
78460976,156904,nga:art:tms:objects
78461615,1737,nga:art:tms:constituents
78462006,1737,nga:art:tms:constituents
78463606,6530,nga:art:tms:constituents
78464369,425,nga:art:tms:constituents
78469674,2136,nga:art:tms:constituents
78469822,267,nga:art:tms:constituents
78469822,8416,nga:art:tms:constituents
78470824,1342,nga:art:tms:constituents
78470939,6083,nga:art:tms:constituents
78470939,8416,nga:art:tms:constituents
78471552,35534,nga:art:tms:constituents
78473808,992,nga:art:tms:constituents
78475988,8416,nga:art:tms:constituents
78477378,8416,nga:art:tms:constituents
78477617,6664,nga:art:tms:constituents
78479036,2500,nga:art:tms:constituents
78479036,34297,nga:art:tms:constituents
78481046,11087,nga:art:tms:constituents
78482945,26553,nga:art:tms:constituents
78485305,50724,nga:art:tms:objects
78485453,2500,nga:art:tms:constituents
78487623,1960,nga:art:tms:constituents
78487873,37926,nga:art:tms:constituents
78488026,1002,nga:art:tms:constituents
78493504,3473,nga:art:tms:constituents
78493713,1479,nga:art:tms:constituents
78493713,50724,nga:art:tms:objects
78496725,6715,nga:art:tms:constituents
78496725,15254,nga:art:tms:constituents
78496966,10147,nga:art:tms:constituents
78497441,10147,nga:art:tms:constituents
78498588,1966,nga:art:tms:constituents
78501835,631,nga:art:tms:constituents
78501835,1102,nga:art:tms:constituents
78501835,7175,nga:art:tms:constituents
78501835,8416,nga:art:tms:constituents
78501835,23661,nga:art:tms:constituents
78502015,1966,nga:art:tms:constituents
78799241,1737,nga:art:tms:constituents
78804004,10090,nga:art:tms:constituents
78813206,1737,nga:art:tms:constituents
78833565,1884,nga:art:tms:constituents
78833565,17805,nga:art:tms:constituents
78833831,1737,nga:art:tms:constituents
78836342,1411,nga:art:tms:constituents
78838238,15254,nga:art:tms:constituents
78838238,24606,nga:art:tms:constituents
78838540,1717,nga:art:tms:constituents
78838867,501,nga:art:tms:constituents
78838867,5058,nga:art:tms:constituents
78839098,32739,nga:art:tms:constituents
81075613,2592,nga:art:tms:constituents
81075613,19949,nga:art:tms:constituents
81076133,1919,nga:art:tms:constituents
81076676,1220,nga:art:tms:constituents
81077660,34293,nga:art:tms:constituents
81078061,3473,nga:art:tms:constituents
81078403,26553,nga:art:tms:constituents
81080259,4711,nga:art:tms:constituents
81080259,22917,nga:art:tms:constituents
81081297,3970,nga:art:tms:constituents
84141854,27961,nga:art:tms:constituents
84881973,501,nga:art:tms:constituents
84881973,1256,nga:art:tms:constituents
91878585,992,nga:art:tms:constituents
91878585,2500,nga:art:tms:constituents
95289720,6634,nga:art:tms:constituents
95381705,2025,nga:art:tms:constituents
96292089,10276,nga:art:tms:constituents
98574112,35534,nga:art:tms:constituents
99222490,35534,nga:art:tms:constituents
100361516,10090,nga:art:tms:constituents
100794275,1479,nga:art:tms:constituents
102109889,89,nga:art:tms:constituents
104700112,35915,nga:art:tms:constituents
107355978,18765,nga:art:tms:constituents
112269243,16473,nga:art:tms:constituents
117786921,15541,nga:art:tms:constituents
117786921,65715,nga:art:tms:objects
117788341,1479,nga:art:tms:constituents
117788341,50724,nga:art:tms:objects
117932407,936,nga:art:tms:constituents
117932407,1138,nga:art:tms:objects
117932407,1932,nga:art:tms:constituents
117933972,26,nga:art:tms:objects
117933972,1818,nga:art:tms:constituents
117934435,46,nga:art:tms:objects
117934435,1270,nga:art:tms:constituents
117934663,1362,nga:art:tms:constituents
117934663,46118,nga:art:tms:objects
117935787,1356,nga:art:tms:constituents
117935787,54024,nga:art:tms:objects
117936671,1822,nga:art:tms:constituents
117936671,56437,nga:art:tms:objects
117937178,1236,nga:art:tms:objects
117937178,1951,nga:art:tms:constituents
117937855,1932,nga:art:tms:constituents
117937855,41593,nga:art:tms:objects
117938287,986,nga:art:tms:constituents
117938287,1842,nga:art:tms:objects
117938694,1461,nga:art:tms:constituents
117938694,156058,nga:art:tms:objects
117939046,92,nga:art:tms:objects
117939046,1353,nga:art:tms:constituents
117940946,1212,nga:art:tms:constituents
117940946,46114,nga:art:tms:objects
117941264,1506,nga:art:tms:constituents
117941264,46637,nga:art:tms:objects
117941649,1726,nga:art:tms:constituents
117941649,46524,nga:art:tms:objects
117942226,1349,nga:art:tms:constituents
117942226,106382,nga:art:tms:objects
117942831,1330,nga:art:tms:constituents
117942831,46625,nga:art:tms:objects
117943141,1115,nga:art:tms:constituents
117943141,93044,nga:art:tms:objects
117943430,1225,nga:art:tms:objects
117943430,1939,nga:art:tms:constituents
117943756,1147,nga:art:tms:objects
117943756,1158,nga:art:tms:constituents
117943998,1162,nga:art:tms:constituents
117943998,46471,nga:art:tms:objects
117944403,1155,nga:art:tms:constituents
117944403,52450,nga:art:tms:objects
117944772,2262,nga:art:tms:constituents
117944772,102494,nga:art:tms:objects
117945129,1401,nga:art:tms:constituents
117945129,30228,nga:art:tms:objects
117945427,1974,nga:art:tms:constituents
117945427,12198,nga:art:tms:objects
117970150,15541,nga:art:tms:constituents
117970150,65715,nga:art:tms:objects
117970494,1479,nga:art:tms:constituents
117970494,50724,nga:art:tms:objects
117971371,936,nga:art:tms:constituents
117971371,1138,nga:art:tms:objects
117971371,1932,nga:art:tms:constituents
117971696,26,nga:art:tms:objects
117971696,1818,nga:art:tms:constituents
117972097,46,nga:art:tms:objects
117972097,1270,nga:art:tms:constituents
117972348,1362,nga:art:tms:constituents
117972348,46118,nga:art:tms:objects
117975703,1356,nga:art:tms:constituents
117975703,54024,nga:art:tms:objects
117976267,1847,nga:art:tms:constituents
117976267,50298,nga:art:tms:objects
117976625,1847,nga:art:tms:constituents
117976625,50298,nga:art:tms:objects
117977220,79,nga:art:tms:objects
117977220,1822,nga:art:tms:constituents
117977675,1236,nga:art:tms:objects
117977675,1951,nga:art:tms:constituents
117977850,1932,nga:art:tms:constituents
117977850,41593,nga:art:tms:objects
117978157,986,nga:art:tms:constituents
117978157,41645,nga:art:tms:objects
117978339,1461,nga:art:tms:constituents
117978339,54386,nga:art:tms:objects
117978573,92,nga:art:tms:objects
117978573,1353,nga:art:tms:constituents
117978747,1212,nga:art:tms:constituents
117978747,46114,nga:art:tms:objects
117979087,1506,nga:art:tms:constituents
117979087,46637,nga:art:tms:objects
117980047,1726,nga:art:tms:constituents
117980047,46524,nga:art:tms:objects
117980551,1349,nga:art:tms:constituents
117980551,106382,nga:art:tms:objects
117980758,1330,nga:art:tms:constituents
117980758,46625,nga:art:tms:objects
117981009,1115,nga:art:tms:constituents
117981009,93044,nga:art:tms:objects
117981292,1225,nga:art:tms:objects
117981292,1939,nga:art:tms:constituents
117981474,1147,nga:art:tms:objects
117981474,1158,nga:art:tms:constituents
117981739,1162,nga:art:tms:constituents
117981739,46471,nga:art:tms:objects
117982058,1155,nga:art:tms:constituents
117982058,52450,nga:art:tms:objects
117982346,2262,nga:art:tms:constituents
117982346,102494,nga:art:tms:objects
117982686,1401,nga:art:tms:constituents
117982686,30228,nga:art:tms:objects
117982907,1974,nga:art:tms:constituents
117982907,12198,nga:art:tms:objects
117988479,15541,nga:art:tms:constituents
117988479,64471,nga:art:tms:objects
117988915,1479,nga:art:tms:constituents
117988915,50724,nga:art:tms:objects
118090132,936,nga:art:tms:constituents
118090132,1138,nga:art:tms:objects
118090132,1932,nga:art:tms:constituents
118090343,26,nga:art:tms:objects
118090343,1818,nga:art:tms:constituents
118090800,46,nga:art:tms:objects
118090800,1270,nga:art:tms:constituents
118091007,1362,nga:art:tms:constituents
118091007,46118,nga:art:tms:objects
118091223,1356,nga:art:tms:constituents
118091223,54024,nga:art:tms:objects
118091451,1847,nga:art:tms:constituents
118091451,50298,nga:art:tms:objects
118091641,79,nga:art:tms:objects
118091641,1822,nga:art:tms:constituents
118091833,1236,nga:art:tms:objects
118091833,1951,nga:art:tms:constituents
118092097,1932,nga:art:tms:constituents
118092097,41593,nga:art:tms:objects
118092244,986,nga:art:tms:constituents
118092244,41645,nga:art:tms:objects
118092364,1461,nga:art:tms:constituents
118092364,54386,nga:art:tms:objects
118092482,92,nga:art:tms:objects
118092482,1353,nga:art:tms:constituents
118092586,1212,nga:art:tms:constituents
118092586,46114,nga:art:tms:objects
118092710,1506,nga:art:tms:constituents
118092710,46637,nga:art:tms:objects
118092909,1726,nga:art:tms:constituents
118092909,46524,nga:art:tms:objects
118094041,1349,nga:art:tms:constituents
118094041,106382,nga:art:tms:objects
118094175,1330,nga:art:tms:constituents
118094175,46625,nga:art:tms:objects
118094300,1115,nga:art:tms:constituents
118094300,93044,nga:art:tms:objects
118094427,1225,nga:art:tms:objects
118094427,1939,nga:art:tms:constituents
118094552,1147,nga:art:tms:objects
118094552,1158,nga:art:tms:constituents
118094701,1162,nga:art:tms:constituents
118094701,46471,nga:art:tms:objects
118094994,1155,nga:art:tms:constituents
118094994,52450,nga:art:tms:objects
118095201,2262,nga:art:tms:constituents
118095201,102494,nga:art:tms:objects
118095383,1401,nga:art:tms:constituents
118095383,30228,nga:art:tms:objects
118095498,1974,nga:art:tms:constituents
118095498,12198,nga:art:tms:objects
118096502,15541,nga:art:tms:constituents
118096502,65715,nga:art:tms:objects
118096771,1479,nga:art:tms:constituents
118096771,50724,nga:art:tms:objects
118096981,936,nga:art:tms:constituents
118096981,1138,nga:art:tms:objects
118096981,1932,nga:art:tms:constituents
118097240,1818,nga:art:tms:constituents
118097240,30775,nga:art:tms:objects
118097496,46,nga:art:tms:objects
118097496,1270,nga:art:tms:constituents
118097644,1362,nga:art:tms:constituents
118097644,46118,nga:art:tms:objects
118097782,1356,nga:art:tms:constituents
118097782,54024,nga:art:tms:objects
118098030,1847,nga:art:tms:constituents
118098030,50298,nga:art:tms:objects
118099282,79,nga:art:tms:objects
118099282,1822,nga:art:tms:constituents
118099480,1236,nga:art:tms:objects
118099480,1951,nga:art:tms:constituents
118099649,1932,nga:art:tms:constituents
118099649,41593,nga:art:tms:objects
118099799,986,nga:art:tms:constituents
118099799,41645,nga:art:tms:objects
118099949,1461,nga:art:tms:constituents
118099949,54386,nga:art:tms:objects
118100147,92,nga:art:tms:objects
118100147,1353,nga:art:tms:constituents
118100304,1212,nga:art:tms:constituents
118100304,46114,nga:art:tms:objects
118100456,1506,nga:art:tms:constituents
118100456,46637,nga:art:tms:objects
118100825,1726,nga:art:tms:constituents
118100825,46524,nga:art:tms:objects
118101065,1349,nga:art:tms:constituents
118101065,106382,nga:art:tms:objects
118101474,1330,nga:art:tms:constituents
118101474,46625,nga:art:tms:objects
118101752,1115,nga:art:tms:constituents
118101752,93044,nga:art:tms:objects
118101929,1225,nga:art:tms:objects
118101929,1939,nga:art:tms:constituents
118102086,1147,nga:art:tms:objects
118102086,1158,nga:art:tms:constituents
118102244,1162,nga:art:tms:constituents
118102244,46471,nga:art:tms:objects
118102403,1155,nga:art:tms:constituents
118102403,52450,nga:art:tms:objects
118102626,2262,nga:art:tms:constituents
118102626,102494,nga:art:tms:objects
118102796,1401,nga:art:tms:constituents
118102796,30228,nga:art:tms:objects
118102966,1974,nga:art:tms:constituents
118102966,12198,nga:art:tms:objects
118103864,15541,nga:art:tms:constituents
118103864,65715,nga:art:tms:objects
118104014,1479,nga:art:tms:constituents
118104014,50724,nga:art:tms:objects
118104164,936,nga:art:tms:constituents
118104164,1138,nga:art:tms:objects
118104164,1932,nga:art:tms:constituents
118104273,26,nga:art:tms:objects
118104273,1818,nga:art:tms:constituents
118104498,46,nga:art:tms:objects
118104498,1270,nga:art:tms:constituents
118104621,1362,nga:art:tms:constituents
118104621,46118,nga:art:tms:objects
118104731,1356,nga:art:tms:constituents
118104731,54024,nga:art:tms:objects
118104892,1847,nga:art:tms:constituents
118104892,50298,nga:art:tms:objects
118105047,79,nga:art:tms:objects
118105047,1822,nga:art:tms:constituents
118105154,1236,nga:art:tms:objects
118105154,1951,nga:art:tms:constituents
118105282,1932,nga:art:tms:constituents
118105282,41593,nga:art:tms:objects
118105678,986,nga:art:tms:constituents
118105678,1842,nga:art:tms:objects
118106020,1461,nga:art:tms:constituents
118106020,54386,nga:art:tms:objects
118106144,92,nga:art:tms:objects
118106144,1353,nga:art:tms:constituents
118106336,1212,nga:art:tms:constituents
118106336,46114,nga:art:tms:objects
118107908,1506,nga:art:tms:constituents
118107908,46637,nga:art:tms:objects
118108037,1726,nga:art:tms:constituents
118108037,46524,nga:art:tms:objects
118108164,1349,nga:art:tms:constituents
118108164,106382,nga:art:tms:objects
118108302,1330,nga:art:tms:constituents
118108302,46625,nga:art:tms:objects
118108431,1115,nga:art:tms:constituents
118108431,93044,nga:art:tms:objects
118108723,1225,nga:art:tms:objects
118108723,1939,nga:art:tms:constituents
118108951,1147,nga:art:tms:objects
118108951,1158,nga:art:tms:constituents
118109106,1162,nga:art:tms:constituents
118109106,46471,nga:art:tms:objects
118109243,1155,nga:art:tms:constituents
118109243,52450,nga:art:tms:objects
118109478,2262,nga:art:tms:constituents
118109478,102494,nga:art:tms:objects
118109614,1401,nga:art:tms:constituents
118109614,30228,nga:art:tms:objects
118109737,1974,nga:art:tms:constituents
118109737,12198,nga:art:tms:objects
119066970,102494,nga:art:tms:objects
121371681,15541,nga:art:tms:constituents
121371681,65715,nga:art:tms:objects
121372102,1506,nga:art:tms:constituents
121372102,61246,nga:art:tms:objects
121391485,702,nga:art:tms:constituents
121391485,61356,nga:art:tms:objects
121391909,1219,nga:art:tms:constituents
121391909,46600,nga:art:tms:objects
121392046,1219,nga:art:tms:constituents
121392046,46597,nga:art:tms:objects
121392217,1733,nga:art:tms:constituents
121392217,46661,nga:art:tms:objects
121392370,1219,nga:art:tms:constituents
121392370,53532,nga:art:tms:objects
121392827,1935,nga:art:tms:constituents
121392827,46542,nga:art:tms:objects
121393127,1935,nga:art:tms:constituents
121393127,72012,nga:art:tms:objects
121393308,1877,nga:art:tms:constituents
121393308,66436,nga:art:tms:objects
121393806,1726,nga:art:tms:constituents
121393806,61379,nga:art:tms:objects
121394335,1823,nga:art:tms:constituents
121394335,52202,nga:art:tms:objects
121394459,1211,nga:art:tms:objects
121394459,1823,nga:art:tms:constituents
121394661,1219,nga:art:tms:constituents
121394661,66460,nga:art:tms:objects
121394835,1726,nga:art:tms:constituents
121394835,46524,nga:art:tms:objects
121394982,1726,nga:art:tms:constituents
121394982,74796,nga:art:tms:objects
121395550,1349,nga:art:tms:constituents
121395550,46626,nga:art:tms:objects
121395672,1349,nga:art:tms:constituents
121395672,52178,nga:art:tms:objects
121395969,1349,nga:art:tms:constituents
121395969,72328,nga:art:tms:objects
121396111,1791,nga:art:tms:constituents
121396111,52198,nga:art:tms:objects
121396507,1791,nga:art:tms:constituents
121396507,52199,nga:art:tms:objects
121396891,1115,nga:art:tms:constituents
121396891,46577,nga:art:tms:objects
121397242,1115,nga:art:tms:constituents
121397242,45986,nga:art:tms:objects
121397488,1115,nga:art:tms:constituents
121397488,45866,nga:art:tms:objects
121397800,1823,nga:art:tms:constituents
121397800,46681,nga:art:tms:objects
121398985,1107,nga:art:tms:constituents
121398985,46572,nga:art:tms:objects
121410286,1330,nga:art:tms:constituents
121410286,46625,nga:art:tms:objects
121410977,32,nga:art:tms:constituents
121410977,72869,nga:art:tms:objects
121411239,1853,nga:art:tms:constituents
121411239,46132,nga:art:tms:objects
121411501,65,nga:art:tms:objects
121411501,983,nga:art:tms:constituents
121411696,1236,nga:art:tms:objects
121411696,1951,nga:art:tms:constituents
121411892,60,nga:art:tms:objects
121411892,1951,nga:art:tms:constituents
121412081,1219,nga:art:tms:objects
121412081,1850,nga:art:tms:constituents
121412357,1220,nga:art:tms:objects
121412357,1901,nga:art:tms:constituents
121412546,83,nga:art:tms:objects
121412546,1822,nga:art:tms:constituents
121412706,79,nga:art:tms:objects
121412706,1822,nga:art:tms:constituents
121412896,1201,nga:art:tms:objects
121412896,1822,nga:art:tms:constituents
121413192,1485,nga:art:tms:constituents
121413192,37003,nga:art:tms:objects
121413865,76,nga:art:tms:objects
121413865,1369,nga:art:tms:constituents
121415367,1383,nga:art:tms:constituents
121415367,46097,nga:art:tms:objects
121415617,576,nga:art:tms:objects
121415617,1202,nga:art:tms:constituents
121415910,6020,nga:art:tms:constituents
121415910,104729,nga:art:tms:objects
121416143,1847,nga:art:tms:constituents
121416143,50298,nga:art:tms:objects
121416437,2534,nga:art:tms:constituents
121416437,95659,nga:art:tms:objects
121417918,1847,nga:art:tms:constituents
121417918,71349,nga:art:tms:objects
121418332,1259,nga:art:tms:constituents
121418332,41651,nga:art:tms:objects
121418676,1259,nga:art:tms:constituents
121418676,107595,nga:art:tms:objects
121825629,10,nga:art:tms:objects
121825629,1998,nga:art:tms:constituents
121825869,402,nga:art:tms:objects
121825869,1745,nga:art:tms:constituents
121826044,1230,nga:art:tms:constituents
121826044,12146,nga:art:tms:objects
121826838,1109,nga:art:tms:constituents
121826838,56310,nga:art:tms:objects
121827116,99,nga:art:tms:constituents
121827116,1489,nga:art:tms:constituents
121827116,41581,nga:art:tms:objects
121827356,989,nga:art:tms:constituents
121827356,41671,nga:art:tms:objects
121827647,432,nga:art:tms:objects
121827647,1341,nga:art:tms:constituents
121828139,26,nga:art:tms:objects
121828139,1818,nga:art:tms:constituents
121828853,28,nga:art:tms:objects
121828853,1818,nga:art:tms:constituents
121829158,559,nga:art:tms:constituents
121829158,96688,nga:art:tms:objects
121829338,1932,nga:art:tms:constituents
121829338,41593,nga:art:tms:objects
121829538,41,nga:art:tms:objects
121829538,1932,nga:art:tms:constituents
121830069,1497,nga:art:tms:constituents
121830069,12150,nga:art:tms:objects
121830069,12151,nga:art:tms:objects
121830069,12152,nga:art:tms:objects
121830069,12153,nga:art:tms:objects
121830069,12154,nga:art:tms:objects
121830069,12155,nga:art:tms:objects
121830069,12156,nga:art:tms:objects
121830069,12157,nga:art:tms:objects
121830069,12158,nga:art:tms:objects
121830522,1356,nga:art:tms:constituents
121830522,54024,nga:art:tms:objects
121830769,1332,nga:art:tms:constituents
121830769,46434,nga:art:tms:objects
121830976,5343,nga:art:tms:constituents
121830976,72037,nga:art:tms:objects
121831142,165,nga:art:tms:objects
121831142,1766,nga:art:tms:constituents
121831769,1080,nga:art:tms:constituents
121831769,32588,nga:art:tms:objects
121831950,1927,nga:art:tms:constituents
121831950,41693,nga:art:tms:objects
121832120,1185,nga:art:tms:objects
121832120,1744,nga:art:tms:constituents
121832432,19114,nga:art:tms:constituents
121832432,107315,nga:art:tms:objects
121832645,1461,nga:art:tms:constituents
121832645,54386,nga:art:tms:objects
121832826,574,nga:art:tms:objects
121832826,2286,nga:art:tms:constituents
121833231,575,nga:art:tms:objects
121833231,2149,nga:art:tms:constituents
121834570,1698,nga:art:tms:constituents
121834570,41655,nga:art:tms:objects
121834899,51,nga:art:tms:objects
121834899,1971,nga:art:tms:constituents
121835192,1703,nga:art:tms:constituents
121835192,41595,nga:art:tms:objects
121835383,72,nga:art:tms:objects
